,station_id,bikes_available,docks_available,time
6509248,33,10,4,2013/10/30 16:23:02
6509476,33,9,5,2013/10/30 20:11:04
6509477,33,8,6,2013/10/30 20:12:03
6569109,33,13,2,2013/12/11 07:53:01
6612780,33,14,1,2014/01/10 18:52:03
6683546,34,12,11,2013/08/29 12:06:01
6683563,34,11,12,2013/08/29 12:26:01
6683852,34,10,13,2013/08/29 17:43:01
6686160,34,13,10,2013/08/31 12:34:01
6686179,34,14,9,2013/08/31 12:54:01
6690011,34,15,8,2013/09/03 12:20:01
6690075,34,16,7,2013/09/03 13:33:01
6690129,34,17,6,2013/09/03 14:30:01
6702038,34,9,14,2013/09/12 18:51:01
6702887,34,8,15,2013/09/13 09:46:01
6716757,34,7,16,2013/09/23 04:46:01
6727189,34,18,5,2013/09/30 16:26:01
6732218,34,0,23,2013/10/04 05:21:02
6733462,34,6,17,2013/10/05 02:11:01
6740891,34,19,4,2013/10/10 06:58:01
6740899,34,20,3,2013/10/10 07:06:02
6769508,34,11,11,2013/10/30 12:34:03
6780648,34,5,18,2013/11/07 07:53:02
6780756,34,4,19,2013/11/07 09:41:02
6782289,34,3,20,2013/11/08 11:14:02
6782295,34,2,21,2013/11/08 11:20:02
6854218,34,16,6,2013/12/28 10:14:01
6854220,34,17,5,2013/12/28 10:16:02
6877004,34,10,12,2014/01/13 09:07:02
6877099,34,9,13,2014/01/13 10:42:02
6900381,34,13,9,2014/01/29 15:24:02
6900391,34,12,10,2014/01/29 15:34:02
6902803,34,0,11,2014/01/31 07:46:02
6902906,34,0,12,2014/01/31 09:29:03
6944035,35,6,5,2013/08/29 12:06:01
6944040,35,7,4,2013/08/29 12:11:01
6944043,35,5,6,2013/08/29 12:15:01
6944129,35,9,2,2013/08/29 13:52:01
6944194,35,8,3,2013/08/29 15:02:02
6945421,35,4,7,2013/08/30 13:56:02
6945422,35,3,8,2013/08/30 13:57:01
6945684,35,2,9,2013/08/30 18:50:01
6951905,35,10,1,2013/09/04 14:58:01
6958230,35,11,0,2013/09/09 13:38:01
7006208,35,1,10,2013/10/13 16:32:01
7006213,35,0,11,2013/10/13 16:37:03
7097826,35,5,5,2013/12/16 16:53:02
7097877,35,6,4,2013/12/16 17:44:02
7125063,35,2,8,2014/01/04 16:05:03
7125064,35,1,9,2014/01/04 16:06:03
7125128,35,3,7,2014/01/04 17:10:02
7125220,35,4,6,2014/01/04 18:42:03
7204524,36,8,7,2013/08/29 12:06:01
7204542,36,7,8,2013/08/29 12:27:04
7204601,36,5,10,2013/08/29 13:33:01
7204617,36,4,11,2013/08/29 13:51:01
7205212,36,6,9,2013/08/30 00:52:03
7207329,36,9,6,2013/08/31 15:57:01
7209864,36,10,5,2013/09/02 15:17:01
7216431,36,11,4,2013/09/07 17:42:01
7216432,36,12,3,2013/09/07 17:43:01
7270834,36,13,2,2013/10/16 16:47:01
7270836,36,14,1,2013/10/16 16:49:01
7295524,36,0,15,2013/11/03 02:00:01
7304935,36,6,8,2013/11/09 15:02:02
7304936,36,5,9,2013/11/09 15:03:02
7308897,36,3,12,2013/11/12 09:04:02
7332112,36,7,7,2013/11/28 12:00:03
7374539,36,2,13,2013/12/27 23:17:03
7465013,37,5,6,2013/08/29 12:06:01
7465023,37,6,5,2013/08/29 12:18:01
7465118,37,7,4,2013/08/29 14:04:01
7465327,37,8,3,2013/08/29 17:52:01
7467839,37,4,7,2013/08/31 16:21:01
7468933,37,3,8,2013/09/01 12:25:02
7472872,37,2,9,2013/09/04 14:46:01
7473013,37,9,2,2013/09/04 17:21:02
7481694,37,1,10,2013/09/11 10:52:01
7481698,37,0,11,2013/09/11 10:56:01
7515547,37,10,1,2013/10/05 12:36:01
7518179,37,11,0,2013/10/07 08:37:01
7613100,37,4,6,2013/12/12 17:48:02
7613152,37,3,7,2013/12/12 18:40:03
7613157,37,2,8,2013/12/12 18:45:02
7613228,37,1,9,2013/12/12 19:56:02
7725502,38,8,7,2013/08/29 12:06:01
7726468,38,9,6,2013/08/30 06:13:01
7727158,38,10,5,2013/08/30 18:58:01
7728124,38,11,4,2013/08/31 12:43:01
7730755,38,7,8,2013/09/02 13:40:01
7732151,38,6,9,2013/09/03 15:50:01
7740736,38,12,3,2013/09/10 09:07:01
7740737,38,13,2,2013/09/10 09:08:01
7746606,38,5,10,2013/09/14 16:01:02
7746744,38,3,12,2013/09/14 18:19:01
7766355,38,4,11,2013/09/28 17:05:01
7793228,38,9,5,2013/10/17 18:13:01
7793293,38,8,6,2013/10/17 19:18:01
7819807,38,14,1,2013/11/05 09:16:02
7875018,38,2,13,2013/12/13 17:38:03
7946949,38,0,15,2014/02/01 20:21:02
7985991,41,9,6,2013/08/29 12:06:01
7985993,41,8,7,2013/08/29 12:08:01
7986010,41,7,8,2013/08/29 12:29:01
7986013,41,6,9,2013/08/29 12:32:01
7986053,41,10,5,2013/08/29 13:16:01
7986054,41,11,4,2013/08/29 13:17:01
7986267,41,5,10,2013/08/29 17:10:01
7986321,41,4,11,2013/08/29 18:11:01
7986347,41,3,12,2013/08/29 18:40:02
7986373,41,2,13,2013/08/29 19:08:01
7986378,41,1,14,2013/08/29 19:15:01
7986403,41,0,15,2013/08/29 19:40:01
8008838,41,12,3,2013/09/15 21:23:01
8015312,41,13,2,2013/09/20 10:40:01
8025092,41,14,1,2013/09/27 11:06:01
8029220,41,15,0,2013/09/30 09:24:02
8069246,41,9,5,2013/10/28 15:26:02
8069326,41,8,6,2013/10/28 16:46:02
8069356,41,7,7,2013/10/28 17:16:01
8069367,41,6,8,2013/10/28 17:27:01
8069431,41,5,9,2013/10/28 18:31:01
8069441,41,4,10,2013/10/28 18:41:01
8069460,41,3,11,2013/10/28 19:00:04
8070840,41,2,12,2013/10/29 18:00:04
8070846,41,1,13,2013/10/29 18:06:02
8070860,41,0,14,2013/10/29 18:20:04
8092171,41,10,4,2013/11/13 15:11:02
8092172,41,11,3,2013/11/13 15:12:03
8092173,41,12,2,2013/11/13 15:13:02
8109098,41,13,1,2013/11/25 09:19:03
8109102,41,14,0,2013/11/25 09:23:03
8246480,42,7,8,2013/08/29 12:06:01
8246497,42,6,9,2013/08/29 12:26:01
8246534,42,8,7,2013/08/29 13:07:01
8246618,42,9,6,2013/08/29 14:40:01
8246707,42,5,10,2013/08/29 16:18:01
8246770,42,4,11,2013/08/29 17:24:01
8247008,42,10,5,2013/08/29 21:56:01
8247803,42,11,4,2013/08/30 12:51:01
8247819,42,12,3,2013/08/30 13:08:01
8247882,42,13,2,2013/08/30 14:13:01
8249437,42,3,12,2013/08/31 18:42:01
8250263,42,2,13,2013/09/01 09:59:02
8250646,42,15,0,2013/09/01 16:56:01
8250647,42,14,1,2013/09/01 16:57:01
8259285,42,1,14,2013/09/08 10:56:01
8261913,42,0,15,2013/09/10 12:56:01
8320084,42,7,6,2013/10/21 20:24:02
8320094,42,6,7,2013/10/21 20:34:02
8321215,42,5,9,2013/10/22 15:17:01
8321216,42,5,8,2013/10/22 15:18:01
8324318,42,13,1,2013/10/24 19:04:01
8324345,42,14,0,2013/10/24 19:31:01
8324371,42,12,2,2013/10/24 19:57:01
8324372,42,10,4,2013/10/24 19:58:02
8341398,42,7,7,2013/11/05 19:29:03
8352474,42,8,6,2013/11/13 12:05:02
8352516,42,6,8,2013/11/13 12:47:02
8352836,42,9,5,2013/11/13 18:07:02
8355909,42,3,11,2013/11/15 21:20:02
8435151,42,11,3,2014/01/10 01:20:02
8503260,42,1,13,2014/02/26 10:11:02
8503261,42,1,12,2014/02/26 10:12:02
8503264,42,0,13,2014/02/26 10:15:02
8506969,45,11,4,2013/08/29 12:06:01
8506979,45,12,3,2013/08/29 12:18:01
8506992,45,13,2,2013/08/29 12:33:01
8506993,45,15,0,2013/08/29 12:34:01
8507031,45,14,1,2013/08/29 13:16:01
8507033,45,10,5,2013/08/29 13:18:01
8507035,45,9,6,2013/08/29 13:20:01
8507052,45,8,7,2013/08/29 13:40:01
8507062,45,6,9,2013/08/29 13:51:01
8507071,45,7,8,2013/08/29 14:01:02
8507154,45,5,10,2013/08/29 15:32:01
8507256,45,3,12,2013/08/29 17:21:01
8507273,45,2,13,2013/08/29 17:40:01
8507283,45,1,14,2013/08/29 17:52:01
8507378,45,4,11,2013/08/29 19:37:02
8535385,45,0,15,2013/09/19 19:07:02
8575731,45,12,2,2013/10/18 11:30:03
8575750,45,11,3,2013/10/18 11:49:02
8575789,45,10,4,2013/10/18 12:28:01
8575805,45,9,5,2013/10/18 12:44:02
8575808,45,7,7,2013/10/18 12:47:02
8575826,45,8,6,2013/10/18 13:05:02
8575842,45,6,8,2013/10/18 13:21:01
8575881,45,5,9,2013/10/18 14:00:03
8575887,45,4,10,2013/10/18 14:06:02
8576226,45,3,11,2013/10/18 19:45:03
8581864,45,2,12,2013/10/22 17:57:01
8581879,45,1,13,2013/10/22 18:12:01
8611833,45,0,14,2013/11/12 17:15:03
8637616,45,3,10,2013/11/30 14:59:02
8637617,45,3,9,2013/11/30 15:00:03
8637620,45,9,4,2013/11/30 15:03:03
8747825,45,1,12,2014/02/15 07:50:02
8767458,46,7,8,2013/08/29 12:06:01
8767483,46,8,7,2013/08/29 12:36:01
8767504,46,6,9,2013/08/29 12:58:01
8767571,46,9,6,2013/08/29 14:13:01
8767648,46,10,5,2013/08/29 15:38:01
8767719,46,12,3,2013/08/29 16:55:01
8767796,46,13,2,2013/08/29 18:20:01
8767844,46,14,1,2013/08/29 19:13:02
8770490,46,11,4,2013/08/31 20:03:01
8771303,46,5,10,2013/09/01 11:05:01
8771304,46,3,12,2013/09/01 11:06:01
8771305,46,1,14,2013/09/01 11:07:01
8771381,46,2,13,2013/09/01 12:28:01
8771388,46,4,11,2013/09/01 12:36:01
8781576,46,0,15,2013/09/09 12:09:01
8783407,46,15,0,2013/09/10 22:08:01
8844671,46,7,7,2013/10/24 08:38:02
8844709,46,8,6,2013/10/24 09:16:02
8855012,46,0,13,2013/10/31 15:06:02
8855013,46,1,10,2013/10/31 15:07:02
8855014,46,6,8,2013/10/31 15:08:01
8855015,46,6,7,2013/10/31 15:09:02
8869643,46,5,9,2013/11/10 20:36:02
8893391,46,9,5,2013/11/27 08:25:02
8893470,46,10,4,2013/11/27 09:44:02
8893658,46,11,3,2013/11/27 12:52:02
9027947,47,10,9,2013/08/29 12:06:01
9027949,47,9,10,2013/08/29 12:08:01
9027970,47,11,8,2013/08/29 12:33:01
9027999,47,12,7,2013/08/29 13:05:01
9028001,47,13,6,2013/08/29 13:07:01
9028005,47,14,5,2013/08/29 13:11:01
9028012,47,15,4,2013/08/29 13:19:01
9028138,47,16,3,2013/08/29 15:40:01
9028290,47,8,11,2013/08/29 18:25:01
9028292,47,6,13,2013/08/29 18:27:01
9028353,47,5,14,2013/08/29 19:34:01
9028371,47,7,12,2013/08/29 19:53:01
9028605,47,4,15,2013/08/30 00:20:02
9029253,47,3,16,2013/08/30 12:33:01
9029377,47,2,17,2013/08/30 14:43:01
9029402,47,1,18,2013/08/30 15:10:01
9029411,47,0,19,2013/08/30 15:21:01
9037117,47,17,2,2013/09/05 14:11:01
9084266,47,18,1,2013/10/09 13:45:01
9110822,47,9,9,2013/10/28 09:06:02
9110833,47,10,8,2013/10/28 09:17:01
9110880,47,11,7,2013/10/28 10:04:02
9111477,47,4,14,2013/10/28 20:01:02
9125377,47,3,15,2013/11/07 13:21:03
9125619,47,2,16,2013/11/07 17:23:02
9125627,47,1,17,2013/11/07 17:31:02
9125630,47,0,18,2013/11/07 17:34:02
9131532,47,7,11,2013/11/11 19:56:03
9140044,47,5,13,2013/11/17 17:48:02
9140917,47,6,12,2013/11/18 08:22:02
9140918,47,6,11,2013/11/18 08:23:01
9145344,47,8,10,2013/11/21 10:09:03
9148617,47,12,6,2013/11/23 16:42:03
9148621,47,14,4,2013/11/23 16:46:02
9148686,47,13,5,2013/11/23 17:51:02
9154022,47,9,8,2013/11/27 10:47:02
9154061,47,8,9,2013/11/27 11:26:02
9221441,47,15,3,2014/01/13 09:43:03
9221462,47,16,2,2014/01/13 10:04:03
9224427,47,19,0,2014/01/15 11:29:01
9266159,47,7,8,2014/02/13 11:46:02
9266210,47,7,10,2014/02/13 12:37:04
9288436,48,7,8,2013/08/29 12:06:01
9288438,48,8,7,2013/08/29 12:08:01
9288448,48,6,9,2013/08/29 12:20:01
9288485,48,9,6,2013/08/29 13:01:01
9288521,48,10,5,2013/08/29 13:42:01
9288543,48,11,4,2013/08/29 14:07:01
9288671,48,13,2,2013/08/29 16:27:01
9288754,48,12,3,2013/08/29 17:58:01
9288857,48,14,1,2013/08/29 19:50:01
9289753,48,15,0,2013/08/30 12:45:01
9291103,48,5,10,2013/08/31 13:30:01
9291104,48,4,11,2013/08/31 13:31:01
9291105,48,3,12,2013/08/31 13:32:02
9291108,48,2,13,2013/08/31 13:35:01
9291138,48,1,14,2013/08/31 14:05:02
9291139,48,0,15,2013/08/31 14:06:01
9364877,48,1,13,2013/10/23 19:44:01
9364878,48,1,12,2013/10/23 19:45:03
9364879,48,2,10,2013/10/23 19:46:02
9364880,48,3,9,2013/10/23 19:47:01
9376098,48,4,10,2013/10/31 16:54:01
9376101,48,3,11,2013/10/31 16:57:02
9376102,48,2,12,2013/10/31 16:58:02
9376121,48,0,14,2013/10/31 17:17:02
9381504,48,7,7,2013/11/04 12:39:02
9381522,48,8,6,2013/11/04 12:57:02
9381539,48,9,5,2013/11/04 13:14:03
9381694,48,6,8,2013/11/04 15:49:02
9381703,48,5,9,2013/11/04 15:58:02
9434605,48,11,3,2013/12/11 09:50:03
9434618,48,12,2,2013/12/11 10:03:03
9434723,48,13,1,2013/12/11 11:48:02
9434770,48,10,4,2013/12/11 12:35:02
9471914,48,14,0,2014/01/06 10:47:02
9503984,48,3,10,2014/01/28 17:57:02
9504009,48,1,11,2014/01/28 18:22:03
9504022,48,0,12,2014/01/28 18:35:02
9504063,48,5,7,2014/01/28 19:16:03
9519304,48,2,11,2014/02/08 09:22:02
9548925,49,10,9,2013/08/29 12:06:01
9548933,49,9,10,2013/08/29 12:15:01
9548935,49,7,12,2013/08/29 12:18:01
9548944,49,8,11,2013/08/29 12:29:01
9549208,49,6,13,2013/08/29 17:17:01
9549214,49,5,14,2013/08/29 17:23:01
9549231,49,4,15,2013/08/29 17:43:01
9549251,49,3,16,2013/08/29 18:07:01
9549259,49,2,17,2013/08/29 18:15:01
9549272,49,1,18,2013/08/29 18:30:01
9553417,49,11,8,2013/09/01 23:06:01
9554029,49,12,7,2013/09/02 10:51:01
9554255,49,13,6,2013/09/02 15:06:02
9557815,49,14,5,2013/09/05 08:58:01
9557818,49,15,4,2013/09/05 09:02:01
9557832,49,16,3,2013/09/05 09:17:01
9559413,49,17,2,2013/09/06 15:15:01
9559594,49,0,19,2013/09/06 18:31:01
9576807,49,18,1,2013/09/19 10:00:02
9593645,49,19,0,2013/10/01 10:40:02
9653606,49,9,9,2013/11/12 14:12:02
9653609,49,8,10,2013/11/12 14:15:02
9653665,49,7,11,2013/11/12 15:11:02
9653671,49,6,12,2013/11/12 15:17:03
9653693,49,5,13,2013/11/12 15:39:02
9653706,49,4,14,2013/11/12 15:52:03
9653712,49,3,15,2013/11/12 15:58:02
9653776,49,10,8,2013/11/12 17:02:02
9653786,49,11,7,2013/11/12 17:12:02
9653795,49,12,6,2013/11/12 17:21:03
9666621,49,2,16,2013/11/21 15:08:02
9683498,49,13,5,2013/12/03 08:34:02
9683509,49,14,4,2013/12/03 08:45:02
9683524,49,15,3,2013/12/03 09:00:03
9683533,49,16,2,2013/12/03 09:09:02
9809414,50,7,16,2013/08/29 12:06:01
9809426,50,9,14,2013/08/29 12:20:01
9809429,50,10,13,2013/08/29 12:23:01
9809430,50,13,10,2013/08/29 12:25:01
9809431,50,14,9,2013/08/29 12:26:01
9809436,50,15,8,2013/08/29 12:32:01
9809437,50,16,7,2013/08/29 12:33:01
9809457,50,12,11,2013/08/29 12:55:01
9809464,50,8,15,2013/08/29 13:03:02
9809516,50,6,17,2013/08/29 14:01:02
9809638,50,11,12,2013/08/29 16:15:01
9810504,50,5,18,2013/08/30 08:30:01
9810513,50,4,19,2013/08/30 08:40:01
9810517,50,3,20,2013/08/30 08:44:02
9810536,50,2,21,2013/08/30 09:07:01
9810783,50,1,22,2013/08/30 13:39:01
9811922,50,18,5,2013/08/31 10:41:01
9811933,50,19,4,2013/08/31 10:53:02
9811949,50,17,6,2013/08/31 11:09:02
9812085,50,20,3,2013/08/31 13:34:01
9812410,50,21,2,2013/08/31 19:22:01
9822513,50,22,1,2013/09/08 16:29:01
9827754,50,23,0,2013/09/12 16:13:01
9831814,50,0,23,2013/09/15 13:50:01
9876632,50,0,22,2013/10/17 09:45:03
9876718,50,8,14,2013/10/17 11:11:02
9876725,50,6,16,2013/10/17 11:18:02
9876726,50,7,15,2013/10/17 11:19:01
9876731,50,5,17,2013/10/17 11:24:02
9876767,50,3,19,2013/10/17 12:00:03
9876768,50,2,20,2013/10/17 12:01:01
9876787,50,4,18,2013/10/17 12:20:03
9876802,50,9,13,2013/10/17 12:35:02
9876827,50,10,12,2013/10/17 13:00:03
9876840,50,11,11,2013/10/17 13:13:02
9886624,50,1,21,2013/10/24 08:35:02
9895621,50,12,10,2013/10/30 16:39:02
9895668,50,14,8,2013/10/30 17:26:03
9895688,50,15,7,2013/10/30 17:46:03
9895690,50,18,4,2013/10/30 17:48:02
9895704,50,19,3,2013/10/30 18:02:03
9895705,50,20,2,2013/10/30 18:03:03
9895719,50,21,1,2013/10/30 18:17:03
9895724,50,22,0,2013/10/30 18:22:03
9918669,50,13,9,2013/11/15 18:26:02
9918808,50,10,11,2013/11/15 20:45:02
9965777,50,7,13,2013/12/18 11:45:02
9965783,50,6,13,2013/12/18 11:51:03
9965787,50,7,12,2013/12/18 11:55:02
9965815,50,8,11,2013/12/18 12:23:03
9965816,50,9,10,2013/12/18 12:24:02
9965826,50,9,11,2013/12/18 12:34:02
9965828,50,11,10,2013/12/18 12:36:02
9966176,50,16,6,2013/12/18 18:24:02
9966282,50,17,5,2013/12/18 20:10:02
9983378,50,14,7,2013/12/30 17:06:02
9983399,50,15,6,2013/12/30 17:27:01
9983400,50,16,5,2013/12/30 17:28:02
9983417,50,17,4,2013/12/30 17:45:02
9997392,50,12,9,2014/01/09 13:47:03
9997407,50,13,8,2014/01/09 14:02:02
9997434,50,9,12,2014/01/09 14:29:03
9997435,50,8,13,2014/01/09 14:30:01
9997553,50,7,14,2014/01/09 16:28:02
10069903,51,9,10,2013/08/29 12:06:01
10069909,51,10,9,2013/08/29 12:12:01
10069911,51,8,11,2013/08/29 12:15:01
10070319,51,7,12,2013/08/29 19:44:01
10070328,51,6,13,2013/08/29 19:55:01
10070352,51,5,14,2013/08/29 20:25:01
10070382,51,4,15,2013/08/29 20:58:01
10071367,51,12,7,2013/08/30 15:21:01
10071409,51,11,8,2013/08/30 16:07:01
10074043,51,3,16,2013/09/01 16:28:01
10075097,51,2,17,2013/09/02 12:32:01
10075113,51,1,18,2013/09/02 12:50:01
10075115,51,0,19,2013/09/02 12:52:03
10092503,51,13,6,2013/09/15 17:14:01
10092535,51,15,4,2013/09/15 17:46:02
10092666,51,17,2,2013/09/15 19:59:01
10092680,51,16,3,2013/09/15 20:13:01
10092773,51,18,1,2013/09/15 21:47:01
10093374,51,14,5,2013/09/16 07:58:01
10103377,51,19,0,2013/09/23 09:17:03
10144623,51,5,13,2013/10/22 15:02:02
10144626,51,8,10,2013/10/22 15:05:02
10144627,51,8,9,2013/10/22 15:06:02
10154375,51,13,5,2013/10/29 11:43:01
10164215,51,14,4,2013/11/05 09:23:02
10164218,51,15,3,2013/11/05 09:26:03
10164229,51,16,2,2013/11/05 09:37:03
10164232,51,17,1,2013/11/05 09:40:02
10164271,51,18,0,2013/11/05 10:19:03
10171545,51,7,11,2013/11/10 11:33:02
10171557,51,6,12,2013/11/10 11:45:03
10245197,51,11,7,2013/12/31 15:16:02
10245235,51,10,8,2013/12/31 15:54:02
10245267,51,9,9,2013/12/31 16:26:02
10259034,51,12,6,2014/01/10 09:00:03
10263879,51,2,16,2014/01/13 17:45:01
10263880,51,4,14,2014/01/13 17:46:02
10263934,51,3,15,2014/01/13 18:40:02
10263984,51,1,17,2014/01/13 19:30:03
10330392,39,7,12,2013/08/29 12:06:01
10330423,39,6,13,2013/08/29 12:42:04
10330462,39,8,11,2013/08/29 13:25:01
10330522,39,10,9,2013/08/29 14:31:01
10330567,39,9,10,2013/08/29 15:21:01
10330573,39,5,14,2013/08/29 15:28:01
10330659,39,11,8,2013/08/29 17:01:01
10330663,39,12,7,2013/08/29 17:05:01
10330668,39,13,6,2013/08/29 17:10:01
10330677,39,15,4,2013/08/29 17:19:01
10330681,39,14,5,2013/08/29 17:23:01
10330859,39,16,3,2013/08/29 20:45:02
10332025,39,17,2,2013/08/30 18:33:01
10332027,39,18,1,2013/08/30 18:35:01
10338028,39,4,15,2013/09/04 10:39:01
10338036,39,3,16,2013/09/04 10:47:01
10340982,39,19,0,2013/09/06 17:08:01
10348700,39,2,17,2013/09/12 15:40:01
10351127,39,1,18,2013/09/14 09:50:01
10352826,39,0,19,2013/09/15 14:26:03
10397930,39,0,18,2013/10/17 15:05:01
10397931,39,1,14,2013/10/17 15:06:02
10401037,39,13,5,2013/10/19 19:03:01
10401158,39,14,4,2013/10/19 21:04:02
10422149,39,8,10,2013/11/03 14:48:02
10422201,39,7,11,2013/11/03 15:40:03
10422314,39,9,9,2013/11/03 17:33:03
10422351,39,10,8,2013/11/03 18:10:03
10422984,39,11,7,2013/11/04 04:43:03
10423202,39,12,6,2013/11/04 08:21:02
10423204,39,10,7,2013/11/04 08:23:03
10423224,39,9,8,2013/11/04 08:43:02
10423232,39,8,9,2013/11/04 08:51:02
10423275,39,7,10,2013/11/04 09:34:03
10423288,39,6,11,2013/11/04 09:47:03
10423293,39,4,13,2013/11/04 09:52:02
10423304,39,5,12,2013/11/04 10:03:03
10423729,39,9,7,2013/11/04 17:08:02
10423739,39,8,8,2013/11/04 17:18:02
10423760,39,7,9,2013/11/04 17:39:02
10423768,39,6,10,2013/11/04 17:47:03
10423811,39,5,11,2013/11/04 18:30:02
10423819,39,4,12,2013/11/04 18:38:02
10423830,39,3,13,2013/11/04 18:49:03
10428064,39,15,3,2013/11/07 17:23:02
10428075,39,16,2,2013/11/07 17:34:02
10428087,39,17,1,2013/11/07 17:46:02
10428092,39,18,0,2013/11/07 17:51:03
10516696,39,6,12,2014/01/08 09:53:03
10516717,39,5,13,2014/01/08 10:14:02
10516739,39,3,15,2014/01/08 10:36:02
10516813,39,4,14,2014/01/08 11:50:02
10516851,39,2,16,2014/01/08 12:28:03
10590881,54,9,6,2013/08/29 12:06:01
10590979,54,10,5,2013/08/29 13:57:01
10591123,54,8,7,2013/08/29 16:35:01
10591134,54,7,8,2013/08/29 16:46:01
10591224,54,6,9,2013/08/29 18:25:01
10591253,54,5,10,2013/08/29 18:57:01
10591254,54,4,11,2013/08/29 18:58:01
10591294,54,3,12,2013/08/29 19:41:01
10591350,54,2,13,2013/08/29 20:47:03
10592337,54,1,14,2013/08/30 15:11:01
10593418,54,0,15,2013/08/31 11:11:02
10597245,54,11,4,2013/09/03 10:28:01
10600310,54,12,3,2013/09/05 19:11:01
10600343,54,13,2,2013/09/05 19:47:01
10602770,54,14,1,2013/09/07 17:23:02
10602777,54,15,0,2013/09/07 17:30:01
10665740,54,7,7,2013/10/22 17:21:01
10665769,54,6,8,2013/10/22 17:50:05
10665788,54,5,9,2013/10/22 18:09:01
10665824,54,8,6,2013/10/22 18:45:03
10686769,54,4,10,2013/11/06 11:39:02
10686775,54,3,11,2013/11/06 11:45:02
10686857,54,2,12,2013/11/06 13:07:02
10686859,54,1,13,2013/11/06 13:09:02
10687154,54,9,5,2013/11/06 18:04:02
10687156,54,10,4,2013/11/06 18:06:02
10687170,54,11,3,2013/11/06 18:20:02
10687201,54,12,2,2013/11/06 18:51:02
10687226,54,13,1,2013/11/06 19:16:03
10687246,54,14,0,2013/11/06 19:36:02
10688069,54,0,14,2013/11/07 09:19:02
10851370,55,12,11,2013/08/29 12:06:01
10851371,55,11,12,2013/08/29 12:07:01
10851379,55,10,13,2013/08/29 12:16:02
10851455,55,13,10,2013/08/29 13:42:01
10851635,55,14,9,2013/08/29 16:59:01
10852469,55,15,8,2013/08/30 08:40:01
10852532,55,16,7,2013/08/30 09:53:01
10852535,55,17,6,2013/08/30 09:57:01
10852924,55,9,14,2013/08/30 17:00:01
10853001,55,8,15,2013/08/30 18:31:01
10854029,55,7,16,2013/08/31 13:20:01
10854032,55,6,17,2013/08/31 13:24:01
10854117,55,5,18,2013/08/31 14:55:02
10854118,55,4,19,2013/08/31 14:56:01
10854125,55,3,20,2013/08/31 15:04:01
10854205,55,2,21,2013/08/31 16:32:01
10855377,55,1,22,2013/09/01 13:58:01
10860231,55,0,23,2013/09/05 08:28:01
10876865,55,19,4,2013/09/17 18:01:02
10876866,55,20,3,2013/09/17 18:02:02
10876872,55,21,2,2013/09/17 18:08:01
10876911,55,22,1,2013/09/17 18:47:01
10876944,55,18,5,2013/09/17 19:20:01
10886061,55,23,0,2013/09/24 06:03:02
10924309,55,0,22,2013/10/21 09:19:02
10924312,55,1,21,2013/10/21 09:22:01
10924367,55,2,20,2013/10/21 10:17:02
10924373,55,4,18,2013/10/21 10:23:02
10924374,55,8,14,2013/10/21 10:24:01
10924375,55,12,10,2013/10/21 10:25:01
10924376,55,14,8,2013/10/21 10:26:02
10924976,55,13,9,2013/10/21 20:26:02
10926215,55,3,19,2013/10/22 17:07:01
10926274,55,5,17,2013/10/22 18:06:02
10926303,55,6,16,2013/10/22 18:35:02
10926316,55,9,13,2013/10/22 18:48:01
10926325,55,10,12,2013/10/22 18:57:02
10929036,55,11,11,2013/10/24 16:12:01
10929093,55,15,7,2013/10/24 17:09:01
10929095,55,16,6,2013/10/24 17:11:01
10929130,55,17,5,2013/10/24 17:46:01
10929207,55,18,4,2013/10/24 19:03:01
10936143,55,7,15,2013/10/29 16:44:01
10936188,55,12,9,2013/10/29 17:29:01
10936193,55,11,10,2013/10/29 17:34:02
10936195,55,10,11,2013/10/29 17:36:02
10936197,55,9,12,2013/10/29 17:38:01
10936200,55,8,13,2013/10/29 17:41:01
10936242,55,7,14,2013/10/29 18:23:01
10969282,55,11,9,2013/11/21 18:44:03
10969283,55,12,8,2013/11/21 18:45:02
10969325,55,13,7,2013/11/21 19:27:03
11067091,55,19,3,2014/01/28 20:50:02
11075720,55,18,3,2014/02/03 20:44:03
11085663,55,20,2,2014/02/10 18:27:02
11085667,55,21,1,2014/02/10 18:31:02
11111859,56,11,8,2013/08/29 12:06:01
11111876,56,12,7,2013/08/29 12:26:01
11111883,56,13,6,2013/08/29 12:34:01
11112032,56,14,5,2013/08/29 15:19:01
11112148,56,10,9,2013/08/29 17:23:01
11113197,56,9,10,2013/08/30 13:06:01
11113222,56,8,11,2013/08/30 13:33:01
11113265,56,7,12,2013/08/30 14:17:01
11113279,56,6,13,2013/08/30 14:32:01
11113349,56,5,14,2013/08/30 15:51:01
11113372,56,4,15,2013/08/30 16:15:01
11113380,56,3,16,2013/08/30 16:24:01
11113395,56,2,17,2013/08/30 16:41:02
11113414,56,1,18,2013/08/30 17:01:03
11113549,56,0,19,2013/08/30 19:35:01
11119352,56,15,4,2013/09/04 07:52:01
11149396,56,16,3,2013/09/26 07:35:01
11149443,56,17,2,2013/09/26 08:23:01
11155602,56,18,1,2013/09/30 18:10:02
11185400,56,6,12,2013/10/21 19:21:02
11221150,56,5,13,2013/11/15 19:02:03
11222100,56,3,15,2013/11/16 10:52:02
11222108,56,4,14,2013/11/16 11:00:02
11242598,56,19,0,2013/11/30 16:32:02
