,station_id,bikes_available,docks_available,time
11247020,56,10,8,2013/12/03 18:22:03
11247030,56,9,9,2013/12/03 18:32:03
11247097,56,11,7,2013/12/03 19:39:02
11265219,56,13,5,2013/12/16 09:42:02
11265239,56,12,6,2013/12/16 10:02:02
11265343,56,14,4,2013/12/16 11:46:02
11272755,56,1,17,2013/12/21 15:18:02
11272756,56,1,16,2013/12/21 15:19:02
11272757,56,1,15,2013/12/21 15:20:02
11326796,56,8,10,2014/01/28 07:46:03
11326903,56,9,8,2014/01/28 09:33:02
11326910,56,10,7,2014/01/28 09:40:02
11326926,56,11,6,2014/01/28 09:56:03
11326949,56,8,9,2014/01/28 10:19:03
11326960,56,7,10,2014/01/28 10:30:02
11326962,56,6,11,2014/01/28 10:32:02
11327209,56,5,12,2014/01/28 14:39:03
11327292,56,4,13,2014/01/28 16:02:03
11327320,56,3,14,2014/01/28 16:30:02
11327359,56,2,15,2014/01/28 17:09:03
11327364,56,0,17,2014/01/28 17:14:02
11338716,56,2,16,2014/02/05 14:31:03
11372348,57,5,10,2013/08/29 12:06:01
11372370,57,6,9,2013/08/29 12:32:01
11372600,57,8,7,2013/08/29 16:45:01
11372607,57,7,8,2013/08/29 16:53:01
11372717,57,3,12,2013/08/29 18:54:01
11372734,57,2,13,2013/08/29 19:13:02
11373460,57,4,11,2013/08/30 08:54:02
11373822,57,1,14,2013/08/30 15:33:01
11376461,57,10,5,2013/09/01 16:00:01
11376538,57,12,3,2013/09/01 17:28:01
11376548,57,13,2,2013/09/01 17:40:01
11376610,57,14,1,2013/09/01 18:47:01
11376777,57,11,4,2013/09/01 21:53:01
11377595,57,9,6,2013/09/02 13:33:01
11379904,57,15,0,2013/09/04 09:09:01
11384101,57,0,15,2013/09/07 14:50:01
11442634,57,10,4,2013/10/19 12:55:02
11442655,57,8,6,2013/10/19 13:16:01
11442729,57,7,7,2013/10/19 14:30:04
11442741,57,6,8,2013/10/19 14:42:02
11442752,57,4,10,2013/10/19 14:53:02
11442770,57,5,9,2013/10/19 15:11:02
11442798,57,3,11,2013/10/19 15:39:02
11451557,57,11,3,2013/10/25 17:55:01
11451603,57,12,2,2013/10/25 18:41:01
11451624,57,13,1,2013/10/25 19:02:02
11451708,57,14,0,2013/10/25 20:26:01
11465194,57,9,5,2013/11/04 08:57:03
11557215,57,11,2,2014/01/07 09:56:03
11557223,57,10,3,2014/01/07 10:04:02
11557380,57,9,4,2014/01/07 12:41:02
11557381,57,8,5,2014/01/07 12:42:02
11562090,57,2,12,2014/01/10 19:11:02
11632837,58,14,5,2013/08/29 12:06:01
11632839,58,13,6,2013/08/29 12:08:01
11632843,58,11,8,2013/08/29 12:12:01
11632845,58,10,9,2013/08/29 12:15:01
11632847,58,12,7,2013/08/29 12:18:01
11632858,58,6,13,2013/08/29 12:31:01
11632915,58,7,12,2013/08/29 13:34:02
11632933,58,9,10,2013/08/29 13:54:01
11632954,58,8,11,2013/08/29 14:18:01
11634058,58,5,14,2013/08/30 10:56:02
11634169,58,4,15,2013/08/30 13:00:01
11635792,58,3,16,2013/08/31 18:40:01
11636947,58,2,17,2013/09/01 15:57:01
11636952,58,1,18,2013/09/01 16:02:03
11636953,58,0,19,2013/09/01 16:04:01
11670359,58,15,4,2013/09/26 07:19:01
11673445,58,16,3,2013/09/28 13:00:02
11703776,58,6,12,2013/10/19 23:58:01
11704975,58,7,11,2013/10/20 19:58:02
11730214,58,17,2,2013/11/07 12:28:01
11730230,58,18,1,2013/11/07 12:44:02
11740456,58,11,7,2013/11/14 15:10:02
11740457,58,11,6,2013/11/14 15:11:02
11746051,58,12,6,2013/11/18 12:26:02
11746153,58,10,8,2013/11/18 14:08:02
11759158,58,9,9,2013/11/27 14:53:02
11800963,58,8,10,2013/12/26 15:48:02
11829493,58,5,13,2014/01/15 14:25:02
11893326,59,2,21,2013/08/29 12:06:01
11893349,59,6,17,2013/08/29 12:33:01
11893353,59,7,16,2013/08/29 12:38:01
11893420,59,9,14,2013/08/29 13:52:01
11893435,59,8,15,2013/08/29 14:09:01
11893551,59,4,19,2013/08/29 16:16:02
11893593,59,3,20,2013/08/29 17:01:01
11893613,59,5,18,2013/08/29 17:21:01
11893662,59,11,12,2013/08/29 18:18:01
11893668,59,12,11,2013/08/29 18:24:01
11895748,59,1,22,2013/08/31 09:06:01
11895749,59,0,23,2013/08/31 09:07:01
11897221,59,10,13,2013/09/01 11:58:02
11899229,59,13,10,2013/09/03 01:51:01
11899235,59,14,9,2013/09/03 01:57:01
11916926,59,15,8,2013/09/16 10:08:01
11920251,59,16,7,2013/09/18 17:59:02
11958488,59,17,6,2013/10/15 20:06:02
11958542,59,18,5,2013/10/15 21:03:02
11958560,59,19,4,2013/10/15 21:21:01
11987936,59,3,19,2013/11/05 14:21:03
11987959,59,2,20,2013/11/05 14:44:03
11987986,59,1,21,2013/11/05 15:11:02
11988063,59,4,18,2013/11/05 16:28:02
11988078,59,5,17,2013/11/05 16:43:03
11988241,59,4,17,2013/11/05 19:26:01
11991173,59,6,16,2013/11/07 20:18:02
11991881,59,7,15,2013/11/08 08:06:03
11991906,59,6,15,2013/11/08 08:31:02
11991914,59,5,16,2013/11/08 08:39:02
11991920,59,2,19,2013/11/08 08:45:03
11991941,59,3,18,2013/11/08 09:06:02
11992065,59,1,20,2013/11/08 11:10:03
11992067,59,0,21,2013/11/08 11:12:03
12019978,59,9,13,2013/11/27 20:24:02
12030117,59,11,11,2013/12/04 21:32:01
12030123,59,10,12,2013/12/04 21:38:02
12030799,59,8,14,2013/12/05 08:54:02
12051314,59,7,14,2013/12/19 14:50:02
12073178,59,12,10,2014/01/03 19:17:02
12083387,59,20,3,2014/01/11 00:30:02
12101515,59,0,22,2014/01/23 14:39:02
12101554,59,13,9,2014/01/23 15:18:03
12153815,60,8,7,2013/08/29 12:06:01
12153825,60,9,6,2013/08/29 12:18:01
12153830,60,11,4,2013/08/29 12:23:01
12153839,60,10,5,2013/08/29 12:34:01
12153850,60,12,3,2013/08/29 12:46:01
12153857,60,13,2,2013/08/29 12:54:02
12154028,60,7,8,2013/08/29 16:02:01
12154058,60,5,10,2013/08/29 16:36:01
12154081,60,6,9,2013/08/29 17:00:01
12155054,60,14,1,2013/08/30 11:15:01
12155428,60,15,0,2013/08/30 18:10:01
12158046,60,4,11,2013/09/01 18:15:01
12158213,60,3,12,2013/09/01 21:22:01
12158241,60,1,14,2013/09/01 21:50:01
12158247,60,0,15,2013/09/01 21:57:01
12158259,60,2,13,2013/09/01 22:12:01
12222473,60,4,10,2013/10/18 09:46:02
12222479,60,5,9,2013/10/18 09:52:01
12222518,60,2,12,2013/10/18 10:31:02
12222537,60,3,11,2013/10/18 10:50:05
12222561,60,1,13,2013/10/18 11:14:01
12222570,60,0,14,2013/10/18 11:23:02
12222868,60,6,8,2013/10/18 16:21:02
12241122,60,0,3,2013/10/31 10:59:02
12241123,60,1,2,2013/10/31 11:00:04
12245550,60,7,7,2013/11/03 14:26:03
12245567,60,9,5,2013/11/03 14:43:02
12245570,60,10,4,2013/11/03 14:46:02
12245571,60,11,3,2013/11/03 14:47:02
12245588,60,8,6,2013/11/03 15:04:02
12248607,60,2,11,2013/11/05 17:23:02
12248609,60,3,9,2013/11/05 17:25:02
12248612,60,7,6,2013/11/05 17:28:02
12255875,60,7,5,2013/11/10 18:31:02
12255879,60,8,4,2013/11/10 18:35:02
12255880,60,9,3,2013/11/10 18:36:03
12255932,60,6,6,2013/11/10 19:28:03
12263216,60,12,2,2013/11/15 20:52:02
12295959,60,13,1,2013/12/08 14:45:02
12320327,60,10,3,2013/12/25 12:54:02
12320328,60,9,4,2013/12/25 12:55:03
12320331,60,12,1,2013/12/25 12:58:03
12320332,60,13,0,2013/12/25 12:59:03
12320369,60,11,2,2013/12/25 13:36:02
12341849,60,14,0,2014/01/09 14:43:03
12414304,61,11,12,2013/08/29 12:06:01
12414331,61,10,13,2013/08/29 12:38:01
12414334,61,9,14,2013/08/29 12:41:03
12414337,61,8,15,2013/08/29 12:44:01
12414360,61,7,16,2013/08/29 13:09:01
12415479,61,12,11,2013/08/30 10:08:01
12415508,61,13,10,2013/08/30 10:37:01
12415509,61,16,7,2013/08/30 10:38:01
12415510,61,15,8,2013/08/30 10:39:01
12415515,61,17,6,2013/08/30 10:45:01
12415526,61,18,5,2013/08/30 10:57:01
12415580,61,14,9,2013/08/30 11:55:01
12415716,61,6,17,2013/08/30 14:24:02
12415810,61,5,18,2013/08/30 16:07:01
12416671,61,4,19,2013/08/31 08:02:01
12416773,61,3,20,2013/08/31 09:59:01
12416804,61,2,21,2013/08/31 10:32:01
12416821,61,1,22,2013/08/31 10:51:01
12416849,61,0,23,2013/08/31 11:20:02
12421081,61,19,4,2013/09/03 18:12:01
12421087,61,20,3,2013/09/03 18:20:01
12421113,61,21,2,2013/09/03 18:49:01
12421114,61,23,0,2013/09/03 18:50:01
12425009,61,22,1,2013/09/06 19:10:01
12482036,61,17,5,2013/10/17 18:19:02
12482040,61,18,4,2013/10/17 18:23:01
12482043,61,16,6,2013/10/17 18:26:01
12482044,61,15,7,2013/10/17 18:27:02
12482046,61,13,9,2013/10/17 18:29:01
12482087,61,19,3,2013/10/17 19:10:03
12482088,61,20,2,2013/10/17 19:11:01
12488656,61,7,15,2013/10/22 08:54:02
12488660,61,6,16,2013/10/22 08:58:01
12488661,61,5,17,2013/10/22 08:59:02
12488666,61,2,20,2013/10/22 09:04:02
12488668,61,3,19,2013/10/22 09:06:02
12488676,61,4,18,2013/10/22 09:14:01
12488742,61,8,14,2013/10/22 10:20:01
12497932,61,12,10,2013/10/28 21:39:01
12497937,61,11,11,2013/10/28 21:44:02
12499143,61,9,13,2013/10/29 17:50:02
12499207,61,10,12,2013/10/29 18:54:01
12502986,61,9,12,2013/11/01 09:54:02
12502988,61,8,13,2013/11/01 09:56:02
12502999,61,10,11,2013/11/01 10:07:01
12503025,61,7,14,2013/11/01 10:33:02
12503046,61,11,10,2013/11/01 10:54:01
12515965,61,14,8,2013/11/10 11:52:02
12563409,61,13,8,2013/12/13 10:47:03
12563431,61,14,7,2013/12/13 11:09:02
12563444,61,15,6,2013/12/13 11:22:02
12563475,61,12,9,2013/12/13 11:53:02
12595234,61,2,18,2014/01/04 14:27:02
12619480,61,21,1,2014/01/21 12:26:02
12619483,61,22,0,2014/01/21 12:29:02
12620488,61,8,19,2014/01/22 05:14:02
12620522,61,9,18,2014/01/22 05:48:02
12620525,61,10,17,2014/01/22 05:51:02
12620572,61,11,16,2014/01/22 06:38:03
12620622,61,13,14,2014/01/22 07:28:01
12620626,61,12,15,2014/01/22 07:32:02
12620661,61,14,13,2014/01/22 08:07:02
12620669,61,15,12,2014/01/22 08:15:03
12620679,61,16,11,2014/01/22 08:25:02
12620707,61,17,10,2014/01/22 08:53:03
12620712,61,18,9,2014/01/22 08:58:03
12620722,61,19,8,2014/01/22 09:08:02
12620752,61,20,7,2014/01/22 09:38:02
12620848,61,21,6,2014/01/22 11:14:02
12620868,61,22,5,2014/01/22 11:34:02
12620923,61,23,4,2014/01/22 12:29:02
12620968,61,24,3,2014/01/22 13:14:02
12620971,61,25,2,2014/01/22 13:17:02
12622111,61,26,1,2014/01/23 08:17:02
12622153,61,7,20,2014/01/23 08:59:02
12622155,61,6,21,2014/01/23 09:01:02
12622156,61,5,22,2014/01/23 09:02:03
12622588,61,4,23,2014/01/23 16:14:03
12622589,61,3,24,2014/01/23 16:15:03
12622647,61,2,25,2014/01/23 17:13:02
12622648,61,1,26,2014/01/23 17:14:02
12622658,61,0,27,2014/01/23 17:24:02
12648142,61,27,0,2014/02/10 10:52:03
12652749,61,11,15,2014/02/13 15:39:01
12652763,61,12,14,2014/02/13 15:53:02
12652853,61,10,16,2014/02/13 17:23:02
12652856,61,9,17,2014/02/13 17:26:02
12652894,61,8,18,2014/02/13 18:04:02
12652909,61,7,19,2014/02/13 18:19:03
12652910,61,6,20,2014/02/13 18:20:02
12660121,61,14,12,2014/02/18 18:31:03
12660122,61,16,10,2014/02/18 18:32:02
12660123,61,18,8,2014/02/18 18:33:02
12660124,61,19,7,2014/02/18 18:34:02
12661171,61,9,16,2014/02/19 12:58:03
12664341,61,15,11,2014/02/21 17:48:03
12668712,61,5,21,2014/02/24 18:39:03
12668719,61,4,22,2014/02/24 18:46:02
12674793,62,10,9,2013/08/29 12:06:01
12674817,62,9,10,2013/08/29 12:34:01
12674957,62,11,8,2013/08/29 15:08:01
12675176,62,7,12,2013/08/29 19:10:01
12675178,62,6,13,2013/08/29 19:12:01
12675180,62,5,14,2013/08/29 19:15:01
12675223,62,4,15,2013/08/29 20:02:01
12675957,62,3,16,2013/08/30 09:56:03
12675996,62,2,17,2013/08/30 10:36:02
12676021,62,1,18,2013/08/30 11:04:01
12677471,62,0,19,2013/08/31 13:41:01
12677579,62,8,11,2013/08/31 15:38:01
12686212,62,12,7,2013/09/07 08:37:01
12686218,62,13,6,2013/09/07 08:45:01
12686364,62,14,5,2013/09/07 11:28:01
12686390,62,16,3,2013/09/07 11:55:01
12686404,62,15,4,2013/09/07 12:12:01
12741202,62,17,2,2013/10/16 18:33:01
12742024,62,18,1,2013/10/17 09:58:01
12749829,62,1,15,2013/10/22 20:18:01
12749830,62,3,13,2013/10/22 20:19:02
12749831,62,3,12,2013/10/22 20:20:05
12751963,62,3,15,2013/10/24 07:55:02
12751965,62,4,14,2013/10/24 07:57:01
12758984,62,1,17,2013/10/29 07:02:03
12758985,62,2,15,2013/10/29 07:03:02
12758986,62,3,14,2013/10/29 07:04:01
12759638,62,11,7,2013/10/29 17:56:01
12759646,62,12,6,2013/10/29 18:04:02
12759680,62,10,8,2013/10/29 18:38:02
12759681,62,9,9,2013/10/29 18:39:02
12759682,62,8,10,2013/10/29 18:40:04
12773732,62,4,12,2013/11/08 14:30:01
12789620,62,0,17,2013/11/19 15:19:03
12792763,62,7,11,2013/11/21 19:42:02
12793792,62,0,18,2013/11/22 12:51:02
12797917,62,6,12,2013/11/25 09:36:02
12797929,62,5,13,2013/11/25 09:48:02
12811016,62,19,0,2013/12/04 12:04:01
12822822,62,2,16,2013/12/12 16:50:02
12880181,62,13,5,2014/01/21 15:58:03
12911735,62,1,16,2014/02/12 14:36:03
12935282,63,10,9,2013/08/29 12:06:01
12935296,63,11,8,2013/08/29 12:22:01
12935365,63,9,10,2013/08/29 13:40:01
12935366,63,8,11,2013/08/29 13:41:02
12935432,63,7,12,2013/08/29 14:53:01
12935438,63,6,13,2013/08/29 14:59:01
12935447,63,5,14,2013/08/29 15:10:01
12935550,63,4,15,2013/08/29 17:02:01
12935620,63,3,16,2013/08/29 18:20:01
12935655,63,2,17,2013/08/29 18:58:01
12936560,63,1,18,2013/08/30 12:00:01
12936566,63,0,19,2013/08/30 12:06:03
12936739,63,12,7,2013/08/30 15:13:01
12936862,63,13,6,2013/08/30 17:30:01
12936871,63,14,5,2013/08/30 17:40:01
12936912,63,15,4,2013/08/30 18:30:01
12941971,63,16,3,2013/09/03 16:35:01
12950672,63,17,2,2013/09/10 12:05:01
12953223,63,18,1,2013/09/12 09:07:01
12953225,63,19,0,2013/09/12 09:10:01
13010271,63,1,17,2013/10/22 19:31:02
13010272,63,3,15,2013/10/22 19:32:02
13018025,63,6,12,2013/10/28 06:54:02
13018052,63,7,11,2013/10/28 07:21:02
13018091,63,5,13,2013/10/28 08:00:07
13018120,63,4,14,2013/10/28 08:29:02
13018145,63,8,10,2013/10/28 08:54:02
13018178,63,10,8,2013/10/28 09:27:02
13018181,63,9,9,2013/10/28 09:30:04
13018364,63,11,7,2013/10/28 12:33:01
13018374,63,12,6,2013/10/28 12:43:01
13019761,63,14,4,2013/10/29 11:50:01
13019778,63,15,3,2013/10/29 12:07:01
13019782,63,13,5,2013/10/29 12:11:01
13041731,63,0,18,2013/11/13 19:40:02
13058972,63,2,16,2013/11/25 19:02:02
13073307,63,16,2,2013/12/05 18:06:03
13073311,63,17,1,2013/12/05 18:10:03
13086085,63,7,10,2013/12/14 15:05:02
13086086,63,8,8,2013/12/14 15:06:02
13104788,63,4,13,2013/12/27 14:48:02
13104790,63,4,12,2013/12/27 14:50:02
13118682,63,14,3,2014/01/06 09:29:02
13118688,63,15,2,2014/01/06 09:35:03
13118690,63,16,1,2014/01/06 09:37:03
13118833,63,17,0,2014/01/06 12:00:03
13195771,64,11,4,2013/08/29 12:06:01
13195774,64,12,3,2013/08/29 12:09:01
13195804,64,13,2,2013/08/29 12:44:01
13195808,64,14,1,2013/08/29 12:48:01
13195827,64,15,0,2013/08/29 13:09:01
13195878,64,10,5,2013/08/29 14:07:01
13197117,64,8,7,2013/08/30 13:16:02
13197119,64,9,6,2013/08/30 13:18:02
13197313,64,5,10,2013/08/30 16:48:01
13198327,64,7,8,2013/08/31 11:32:01
13199755,64,6,9,2013/09/01 13:31:01
13200976,64,4,11,2013/09/02 12:43:02
13203790,64,3,12,2013/09/04 17:41:01
13212832,64,2,13,2013/09/11 17:40:01
13212876,64,1,14,2013/09/11 18:28:01
13212887,64,0,15,2013/09/11 18:41:01
13277544,64,8,6,2013/10/27 14:42:01
13277559,64,6,8,2013/10/27 14:57:02
13277582,64,7,7,2013/10/27 15:20:02
13277711,64,5,9,2013/10/27 17:29:02
13277753,64,4,10,2013/10/27 18:13:02
13281711,64,10,4,2013/10/30 12:12:03
13281730,64,9,5,2013/10/30 12:31:03
13282041,64,3,11,2013/10/30 17:42:02
13282042,64,1,13,2013/10/30 17:43:02
13282060,64,0,14,2013/10/30 18:01:03
13288651,64,11,3,2013/11/04 09:31:02
13288694,64,12,2,2013/11/04 10:14:02
13288705,64,13,1,2013/11/04 10:25:03
13288755,64,14,0,2013/11/04 11:15:02
13289174,64,2,12,2013/11/04 18:14:02
13290790,64,0,13,2013/11/05 21:10:02
13395384,64,2,11,2014/01/17 15:43:03
13402753,64,4,9,2014/01/22 18:32:02
13402760,64,3,10,2014/01/22 18:39:02
13402766,64,1,12,2014/01/22 18:45:02
13456260,65,8,7,2013/08/29 12:06:01
13456296,65,7,8,2013/08/29 12:47:01
13456323,65,9,6,2013/08/29 13:17:01
13456349,65,6,9,2013/08/29 13:46:02
13456376,65,5,10,2013/08/29 14:16:01
13456640,65,10,5,2013/08/29 19:06:01
13456647,65,11,4,2013/08/29 19:15:01
13456689,65,12,3,2013/08/29 20:00:01
13456857,65,13,2,2013/08/29 23:12:01
13460256,65,4,11,2013/09/01 13:46:01
13462755,65,14,1,2013/09/03 12:56:03
13468526,65,15,0,2013/09/08 00:32:01
13469056,65,3,12,2013/09/08 10:46:03
13469298,65,2,13,2013/09/08 15:21:01
13469309,65,1,14,2013/09/08 15:32:01
13469359,65,0,15,2013/09/08 16:29:01
13526800,65,0,14,2013/10/19 17:15:02
13526822,65,1,13,2013/10/19 17:37:02
13526859,65,2,12,2013/10/19 18:14:01
13528061,65,4,10,2013/10/20 14:21:02
13528062,65,5,8,2013/10/20 14:22:01
13528063,65,6,6,2013/10/20 14:23:02
13528064,65,7,4,2013/10/20 14:24:01
13543458,65,8,6,2013/10/31 09:10:03
13543459,65,9,5,2013/10/31 09:11:01
13543463,65,10,4,2013/10/31 09:15:04
13543464,65,11,3,2013/10/31 09:16:01
13543476,65,12,2,2013/10/31 09:28:01
13543491,65,13,1,2013/10/31 09:43:01
13543509,65,14,0,2013/10/31 10:01:02
13543927,65,7,7,2013/10/31 16:59:01
13543992,65,5,9,2013/10/31 18:04:01
13544043,65,3,11,2013/10/31 18:55:01
13565299,65,6,8,2013/11/15 14:50:02
13565300,65,7,6,2013/11/15 14:51:02
13611400,65,9,4,2013/12/17 15:22:03
13716749,66,10,9,2013/08/29 12:06:01
13716754,66,8,11,2013/08/29 12:11:01
13716755,66,9,10,2013/08/29 12:12:01
13716763,66,7,12,2013/08/29 12:22:01
13716765,66,6,13,2013/08/29 12:25:01
13716863,66,5,14,2013/08/29 14:14:01
13716866,66,4,15,2013/08/29 14:18:01
13716905,66,1,18,2013/08/29 14:59:01
13716912,66,2,17,2013/08/29 15:06:02
13716924,66,3,16,2013/08/29 15:21:01
13717017,66,0,19,2013/08/29 17:02:01
13717157,66,11,8,2013/08/29 19:36:01
13717182,66,12,7,2013/08/29 20:06:01
13717190,66,13,6,2013/08/29 20:16:03
13717192,66,14,5,2013/08/29 20:18:01
13717195,66,15,4,2013/08/29 20:21:03
13717196,66,17,2,2013/08/29 20:22:01
13717221,66,18,1,2013/08/29 20:50:01
13717821,66,16,3,2013/08/30 08:10:01
13721997,66,19,0,2013/09/02 13:34:01
13801861,66,7,11,2013/10/29 22:23:02
13802012,66,8,10,2013/10/30 00:54:01
13802421,66,6,12,2013/10/30 07:43:02
13802466,66,5,13,2013/10/30 08:29:02
13802467,66,4,14,2013/10/30 08:30:03
13802469,66,3,15,2013/10/30 08:32:03
13802471,66,2,16,2013/10/30 08:34:02
13802476,66,1,17,2013/10/30 08:39:03
13802483,66,0,18,2013/10/30 08:46:02
13813298,66,14,4,2013/11/06 22:40:02
13824337,66,2,15,2013/11/14 14:39:03
13827895,66,16,2,2013/11/17 01:57:02
13835898,66,9,9,2013/11/22 15:21:03
13835953,66,10,8,2013/11/22 16:16:02
13836041,66,11,7,2013/11/22 17:44:02
13836097,66,12,6,2013/11/22 18:40:03
13873013,66,4,13,2013/12/18 10:06:02
13873022,66,3,14,2013/12/18 10:15:03
13873144,66,1,16,2013/12/18 12:17:02
13873150,66,0,17,2013/12/18 12:23:03
13874805,66,13,5,2013/12/19 15:58:02
13901889,66,6,10,2014/01/07 14:29:02
13901890,66,6,9,2014/01/07 14:30:02
13910726,66,6,11,2014/01/13 17:46:02
13910728,66,8,9,2014/01/13 17:48:03
13910729,66,9,8,2014/01/13 17:49:02
13910754,66,10,7,2014/01/13 18:14:02
13910758,66,11,6,2014/01/13 18:18:02
13910770,66,12,5,2014/01/13 18:30:02
13910777,66,13,4,2014/01/13 18:37:02
13910790,66,14,3,2014/01/13 18:50:02
13910812,66,15,2,2014/01/13 19:12:03
13977238,67,6,21,2013/08/29 12:06:01
13977244,67,4,23,2013/08/29 12:12:01
13977245,67,2,25,2013/08/29 12:13:01
13977246,67,1,26,2013/08/29 12:15:01
13977248,67,0,27,2013/08/29 12:18:01
13977318,67,7,20,2013/08/29 13:37:01
13977327,67,8,19,2013/08/29 13:46:02
13977474,67,5,22,2013/08/29 16:28:01
13977518,67,3,24,2013/08/29 17:14:02
13978376,67,9,18,2013/08/30 09:25:01
13978390,67,10,17,2013/08/30 09:42:01
13978398,67,11,16,2013/08/30 09:51:02
13978529,67,12,15,2013/08/30 12:15:01
13978795,67,13,14,2013/08/30 17:04:02
13979790,67,14,13,2013/08/31 11:28:01
13980157,67,15,12,2013/08/31 18:01:02
13980160,67,17,10,2013/08/31 18:04:02
13980210,67,18,9,2013/08/31 18:57:01
13980232,67,16,11,2013/08/31 19:20:01
13987447,67,19,8,2013/09/06 09:58:01
13987640,67,21,6,2013/09/06 13:37:01
13987649,67,20,7,2013/09/06 13:47:02
14016259,67,22,5,2013/09/27 09:42:02
14016279,67,23,4,2013/09/27 10:03:02
14016544,67,24,3,2013/09/27 14:41:01
14034624,67,6,20,2013/10/10 07:39:01
14034673,67,7,19,2013/10/10 08:28:01
14034742,67,8,18,2013/10/10 09:37:01
14034749,67,9,17,2013/10/10 09:44:02
14034756,67,10,16,2013/10/10 09:51:02
14034761,67,11,15,2013/10/10 09:56:02
14034795,67,12,14,2013/10/10 10:30:02
14034806,67,13,13,2013/10/10 10:42:01
14035247,67,5,21,2013/10/10 18:09:01
14035256,67,4,22,2013/10/10 18:18:01
14035267,67,3,23,2013/10/10 18:29:02
14035270,67,2,24,2013/10/10 18:32:01
14035278,67,1,25,2013/10/10 18:40:02
14035292,67,0,26,2013/10/10 18:54:01
14036169,67,14,12,2013/10/11 09:43:01
14036179,67,15,11,2013/10/11 09:53:01
14036243,67,16,10,2013/10/11 11:00:01
14036298,67,17,9,2013/10/11 11:55:01
14038168,67,18,8,2013/10/12 19:31:02
14044727,67,19,7,2013/10/17 14:16:01
14045936,67,20,6,2013/10/18 10:26:02
14045942,67,21,5,2013/10/18 10:32:01
14045987,67,22,4,2013/10/18 11:17:01
14046361,67,2,23,2013/10/18 17:31:02
14046380,67,3,22,2013/10/18 17:50:03
14046390,67,1,24,2013/10/18 18:00:05
14046398,67,0,25,2013/10/18 18:08:01
14046566,67,4,21,2013/10/18 20:56:01
14060154,67,25,2,2013/10/28 09:47:02
14060193,67,26,1,2013/10/28 10:26:01
14071575,67,23,3,2013/11/05 09:49:03
14071612,67,24,2,2013/11/05 10:26:02
14071615,67,25,1,2013/11/05 10:29:03
14083156,67,19,6,2013/11/13 10:50:03
14083181,67,20,5,2013/11/13 11:15:02
14083212,67,18,7,2013/11/13 11:46:03
14096010,67,12,13,2013/11/22 09:05:02
14096014,67,13,12,2013/11/22 09:09:02
14096019,67,14,11,2013/11/22 09:14:02
14096035,67,15,10,2013/11/22 09:30:02
14096044,67,16,9,2013/11/22 09:39:02
14096062,67,17,8,2013/11/22 09:57:02
14110614,67,27,0,2013/12/02 12:38:03
14113660,67,8,16,2013/12/04 15:24:02
14128022,67,8,15,2013/12/14 14:47:02
14128023,67,8,14,2013/12/14 14:48:03
14133564,67,18,6,2013/12/18 11:09:02
14133608,67,19,5,2013/12/18 11:53:02
14133637,67,17,7,2013/12/18 12:22:03
14201047,67,11,14,2014/02/03 11:44:02
14201293,67,10,15,2014/02/03 15:50:03
14201514,67,9,16,2014/02/03 19:31:02
14217050,67,7,18,2014/02/14 14:27:02
14237726,68,10,9,2013/08/29 12:06:01
14237732,68,11,8,2013/08/29 12:12:01
14237752,68,9,10,2013/08/29 12:37:01
14237770,68,8,11,2013/08/29 12:56:01
14237807,68,7,12,2013/08/29 13:38:01
14237809,68,6,13,2013/08/29 13:40:01
14237824,68,5,14,2013/08/29 13:57:01
14237857,68,3,16,2013/08/29 14:32:03
14237870,68,2,17,2013/08/29 14:47:01
14237991,68,4,15,2013/08/29 16:59:01
14239068,68,0,19,2013/08/30 13:11:02
14240682,68,1,18,2013/08/31 18:41:01
14241936,68,12,7,2013/09/01 17:52:01
14242127,68,14,5,2013/09/01 21:25:01
14242192,68,13,6,2013/09/01 22:38:02
14255664,68,15,4,2013/09/12 09:03:01
14256386,68,16,3,2013/09/12 21:50:01
14256387,68,18,1,2013/09/12 21:51:01
14256437,68,19,0,2013/09/12 22:42:03
14256914,68,17,2,2013/09/13 06:54:01
14312493,68,5,13,2013/10/22 15:49:02
14312518,68,4,14,2013/10/22 16:14:01
14312550,68,3,15,2013/10/22 16:46:01
14312563,68,2,16,2013/10/22 16:59:01
14312566,68,1,17,2013/10/22 17:02:02
14312623,68,6,12,2013/10/22 17:59:01
14312682,68,7,11,2013/10/22 18:58:01
14312683,68,6,11,2013/10/22 18:59:02
14312724,68,7,10,2013/10/22 19:40:03
14313632,68,11,7,2013/10/23 10:49:01
14313633,68,10,8,2013/10/23 10:50:02
14325403,68,0,18,2013/10/31 17:09:01
14325409,68,8,10,2013/10/31 17:15:02
14325427,68,9,9,2013/10/31 17:33:01
14339568,68,12,6,2013/11/10 14:54:02
14339573,68,13,5,2013/11/10 14:59:02
14339729,68,14,4,2013/11/10 17:35:03
14339735,68,15,3,2013/11/10 17:41:02
14340651,68,16,2,2013/11/11 08:57:02
14340652,68,17,1,2013/11/11 08:58:03
14340659,68,18,0,2013/11/11 09:05:02
14364130,68,12,5,2013/11/27 16:17:01
14364192,68,11,6,2013/11/27 17:19:02
14364193,68,10,7,2013/11/27 17:20:03
14364218,68,9,8,2013/11/27 17:45:02
14364312,68,8,9,2013/11/27 19:19:03
14364337,68,5,12,2013/11/27 19:44:02
14498214,69,4,19,2013/08/29 12:06:01
